English,Tigrigna,POS_CATEGORIES
ምዉቕ ስምዒት,"heat, ardour",(n) noun
ምዉት,"late, deceased, dead",(a) adjective
ምውስዋስ አካላት,gymnastics,(n) noun
ምውካል,advocate,(v) verb
ምውካስ,accuse,(v) verb
ምውዳቕ,fail,(v) verb
ምዕራባዊ,western,(a) adjective
ምዕራብ,west,(an) adjective noun
ምዕራይ,"adjust, assemble",(v) verb
ምዕራፍ,chapter,(n) noun
ምዕባለ,"progress, development",(n) noun
ምዕዶ,advice,(n) noun
ምዕጉርቲ,"cheek,",(n) noun
ምዕግርጋር,agitate,(v) verb
ምዝባጥ,bang,(v) verb
ምዝንጋዕ,"absent-mindedness,amusement, (v) amuse",(n) noun
ምዝዋር,circulation,(n) noun
ምዝጉብ,subscriber,(an) adjective noun
ምይይጥ,consultation,(n) noun
ምድላይ,search,(n) noun
ምድማር,addition,(n) noun
ምድማጽ,adore,(v) verb
ምድረ በዳ,"desert, deserted",(an) adjective noun
ምድሪ,ground,(n) noun
ምድራዝ,massage,(n) noun
ምድናቕ,"adore, amaze",(v) verb
ምድያብ,mountaineering,(n) noun
ምጅማር,"begin, start",(n) noun
ምጉዳል,subtraction,(n) noun
ምግላጽ,expression,(n) noun
ምግራም,amaze,(v) verb
ምግባር,act,(v) verb
ምግጣም,"align, assemble",(v) verb
ምግፋእ,peach,(n) noun
ምጥላዕ,game of chance,(n) noun
ምጥቓዕ,applaud,(v) verb
ምጥንቓቕ,alarm,(v) verb
ምጥው,charming,(a) adjective
ምጥውና,charm,(n) noun
ምጥፋእ,suppression,(n) noun
ምጩውቲ,(af) adorable,(uncategorized) Uncategorized
ምጩይ,(am) adorable,(uncategorized) Uncategorized
ምጹጽላይ,squirrel,(n) noun
ምጽማም,"resistance, tolerance",(n) noun
ምጽንናዕ,consolation,(n) noun
ምጽዋት,"charity, (v) amuse",(n) noun
ምፍላጥ,acquaint,(v) verb
ምፍልላይ,separation,(n) noun
ምፍራድ,judge,(v) verb
ምፍታሕ,judge,(v) verb
ሞሎቐ,escape from,(v) verb
ሞራል,moral,(n) noun
ሞሳ,gratitude,(n) noun
ሞተ,"perish, decease, die",(v) verb
ሞተር,"motor, engine",(n) noun
ሞት,"decease, death",(n) noun
ሞቶ,motorbike,(n) noun
ሞያ,profession,(n) noun
ሞያዊ,professional,(a) adjective
ሞያዊ መጽሓፍ,manual,(a) adjective
ሞገስ,appreciable,(a) adjective
ሞጉዚት,guardian,(n) noun
ሞጎስ,compliment,(n) noun
ረሃጸ,"perspire, sweat",(v) verb
ረሃጽ,sweat,(n) noun
ረሓቐ,"go away, move away",(v) verb
ረምታ,rhythm,(n) noun
ረሰዐ,forget,(v) verb
ረሳሕ,dirty,(a) adjective
ረሳን,fiery,(a) adjective
ረስኒ,fever,(n) noun
ረስዐ,forget,(v) verb
ረቂቕ,thin,(a) adjective
ረቝሐ,mention,(v) verb
ረበበ,align,(v) verb
ረቡዕ,Wednesday,(n) noun
ረብሓ,"gain, benefit",(n) noun
ረብሓ ዘለዎ,profitable,(a) adjective
ረብረበ,"water, wet, spray",(v) verb
ረብሻ,agitation,(n) noun
ረኣምራታዊ,"enormous,tremendous",(a) adjective
ረኣየ,see,(v) verb
ረከበ,find,(v) verb
ረክላም,advertisement,(n) noun
ረኸበ,"find, get, discover",(v) verb
ረኸቦ,recover,(v) verb
ረዲኤት,"help, assistance, aid",(n) noun
ረድአ,"help, assist, aid",(v) verb
ረጂመንት,regiment,(n) noun
ረገመ,curse,(v) verb
ረጉድ,"big, large",(a) adjective
ረጎደ,enlarge,(v) verb
ረጥረጠ,abandon,(v) verb
ረፋዕ,porter,(n) noun
ሩር በለ,purr,(v) verb
ሩዝ,rice,(n) noun
ሩግኦ,yogurt,(n) noun
ሩፑብሊክ,republic,(n) noun
ራረወ,delude,(v) verb
ራብዓይ ክፍሊ,fourth grade,(n) noun
ራዕዲ,terror,(n) noun
ራይስ,rice,(n) noun
ራዲዮ,radio,(n) noun
ሬሳ,dead body,(n) noun
ርሀጽ,sweat,(n) noun
ርሑቕ,distant,(a) adjective
ርሕቀት,distance,(n) noun
ርሱን,feverish,(a) adjective
ርሳስ,pencil,(n) noun
ርሳዐ,"forgetfulness, forgetting",(n) noun
ርሻን,"house, building",(n) noun
ርቡዕ ኩርናዕ,rectangle,(n) noun
ርባሕ,"produce, yield,multiple",(an) adjective noun
ርብዒ,quarter,(n) noun
ርትዓዊ,"sensible, reasonable",(a) adjective
ርእሰ ማል,capital,(n) noun
ርእሲ,head,(n) noun
ርእሲ ከተማ,capital,(nf) noun feminine
ርእየት,"sight, view",(n) noun
ርእይቶ,opinion,(n) noun
ርከሳ,risk,(n) noun
ርክብ,meeting,(n) noun
ርኽክብ,correspondence,(n) noun
ርጉጻዊ,certainly,(adv) adverb
ርግመት,"nastiness, malice",(n) noun
ርግቢ,pigeon,(n) noun
ርግቢት,pigeon,(n) noun
ርግኣት,"balance, self-control",(n) noun
ርግጸኛ,"sure, certain",(a) adjective
ርግጻዊ,affirmable,(a) adjective
ርግጽ,certain,(a) adjective
ርግጽነት,"certainty, sureness",(n) noun
ርጡብ,humid,(a) adjective
ርጥረጣ,"abandonment,",(n) noun
ርፍራፍ,"debris, crumb",(n) noun
ሮቡዕ,Wednesday,(n) noun
ሮብራ,gull,(n) noun
ሮዝመሪ,rosemary,(n) noun
ሰለል,"seesaw, swing",(n) noun
ሰለመ,decorate,(v) verb
ሰለስተ,three,(a) adjective
ሰለስተ ዕጽፊ,triple,(a) adjective
ሰለፍ,"thigh, leg",(n) noun
ሰሉስ,Tuesday,(n) noun
ሰላማዊ,"peaceful, quiet",(a) adjective
ሰላም,peace,(n) noun
ሰላምታ,greeting,(n) noun
ሰላምታ ኢድ,handshake,(n) noun
ሰላሳ,thirty,(a) adjective
ሰሌዳ,blackboard,(n) noun
ሰሌዳ ምልክት,sign,(n) noun
ሰልከየ,be bored,(v) verb
ሰልዲ,money,(n) noun
ሰሓለ,sharpen,(v) verb
ሰሓቐ,laugh,(v) verb
ሰሓበ,pull,(v) verb
ሰሓተ,miss,(v) verb
ሰመረ,"grant, fulfill, unite,combine",(v) verb
ሰመዐ,hear,(v) verb
ሰሙናዊ,weekly,(a) adjective
ሰሙን,week,(n) noun
ሰማንያ,eighty,(an) adjective noun
ሰማእት,martyr,(n) noun
ሰማያ,"hearer, listener",(n) noun
ሰማያት,"hearer, listener",(n) noun
ሰማያዊ,blue,(a) adjective
ሰሜናዊ,(na) northern,(uncategorized) Uncategorized
ሰሜን,(na) north,(uncategorized) Uncategorized
ሰምዐ,listen,(v) verb
ሰረቐ,"steal, burgle",(v) verb
ሰረተ,"fund, found",(v) verb
ሰረጸ,penetrate,(v) verb
ሰራሕ መስኮት,glassmaker,(n) noun
ሰራሕ ሰዓት,clockmaker,(n) noun
ሰራሕ ሳእኒ,shoemaker,(n) noun
ሰራሕ ቱቦ ማይ,plumber,(n) noun
ሰራሕ ናሕሲ,roofer,(n) noun
ሰራሕ ገዛ,contractor,(n) noun
ሰራሕተኛታት,"personnel, staff",(n) noun
ሰራቒ,thieving,(a) adjective
ሰራዉር,vein,(n) noun
ሰራዊት,army,(n) noun
ሰራውር,artery,(n) noun
ሰርሐ,"manufacture, build",(v) verb
ሰርነግ,bush,(n) noun
ሰርኖ,nostril,(n) noun
ሰርከስ,circus,(n) noun
ሰርዐ,"organize, arrange, set up",(v) verb
ሰርገንቲ,sergeant,(n) noun
ሰቐለ,"collide with, engage",(v) verb
ሰበ ስልጣን,authority,(n) noun
ሰበረ,"break, break up",(v) verb
ሰበባ,foam,(n) noun
ሰበኸ,preach,(v) verb
ሰበይቱ ዝመተቶ,"widowed,",(an) adjective noun
ሰበይቲ,"wife, woman, lady",(n) noun
ሰባት,"people, folk",(n) noun
ሰባኺ,missionary,(an) adjective noun
ሰብ,person,(n) noun
ሰብ ሓዳር,couple,(n) noun
ሰብኣዊ,humanitarian,(a) adjective
ሰብኣያ ዝሞታ,"widowed,widower, widow",(an) adjective noun
ሰብኣይ,man,(n) noun
ሰብዓ,seventy,(an) adjective noun
ሰተረ,"conceal, hide, cover",(v) verb
ሰተየ,drink,(v) verb
ሰታሪት,envelope,(n) noun
ሰታይ ቀለም,blotting-paper,(n) noun
ሰነ,June,(n) noun
ሰኑይ,Monday,(n) noun
ሰናፍጭ,mustard,(n) noun
ሰንሰለት,chain,(n) noun
ሰንበት,Sunday,(n) noun
ሰንቲ ሜተረ,centimetre,(n) noun
ሰንካቲ,baker,(n) noun
ሰንካቲት,baker,(n) noun
ሰንደወ,throw,(v) verb
ሰንጠቐ,"pierce, penetrate",(v) verb
ሰንጢ,penknife,(n) noun
ሰኣለ,"paint, photograph, draw,design",(v) verb
ሰኣሊ,"painter, drawer",(n) noun
ሰከንድ,second,(n) noun
ሰኹለለ,squander,(v) verb
ሰኽራም,drunk,(a) adjective
ሰዉራ,revolution,(n) noun
ሰዉአ,sacrifice,(v) verb
ሰዓለ,cough,(v) verb
ሰዓል,"cough, coughing",(n) noun
ሰዓመ,kiss,(v) verb
ሰዓረ,"rise above, win, defeat,",(v) verb
ሰዓበ,"join, follow, come after,",(v) verb
ሰዓቢ,disciple,(n) noun
ሰዓት,"hour, time, clock",(n) noun
ሰዓት መንደቕ,pendulum clock,(n) noun
ሰዓት ኢድ,watch,(n) noun
ሰዓት ደወል,"waking,awakening, revival",(n) noun
ሰይጣን,devil,(n) noun
ሰደቓ,"bench, seat",(n) noun
ሰደደ,"release, loosen, slacken,let go of, dispatch, send",(v) verb
ሰዳዳይ,"sender, shipper,",(n) noun
ሰዴኖ,celery,(n) noun
ሰገረ,"cross, pass",(v) verb
ሰገን,ostrich,(n) noun
ሰጋጥ,"lock, flood gate",(n) noun
ሰጐመ,walk,(v) verb
ሰጥሐ,"spread, lay",(v) verb
ሰጥሐ ንእኽሊ,toss,(v) verb
ሰፈየ,"sew, stitch,",(v) verb
ሰፈፈ,navigate,(v) verb
ሰፊሕ,"spacious, roomy",(a) adjective
ሰፊሕ ሓሳብ,liberal,(a) adjective
ሰፋይ ክዳን,dressmaker,(n) noun
ሰፍሳፊት,crane,(n) noun
ሰፍነግ,sponge,(n) noun
ሱር,root,(n) noun
ሲረና,siren,(n) noun
ሲሶ,third,(n) noun
ሲነማ,cinema,(n) noun
ሳላጣ,"salad, lettuce",(n) noun
ሳልሳይ,third,(a) adjective
ሳልሳይ ክፍሊ,third grade,(n) noun
ሳሓቕ,"laughter,",(n) noun
ሳሓቲ,"(adv a) rarely, rare",(uncategorized) Uncategorized
ሳሙና,soap,(n) noun
ሳሬት,spider,(n) noun
ሳርዲን,sardine,(n) noun
ሳንቡእ,"lung, lungs",(n) noun
ሳንቲም,cent,(n) noun
ሳንኮሎ,"pail, bucket",(n) noun
ሳንዱቕ,"trunk, case, box",(n) noun
ሳንጣ,"sack, bag",(n) noun
ሳኣላይ,artist,(n) noun
ሳእኒ,"shoe,",(n) noun
ሳእኒ ለበሰ,put shoes on,(v) verb
ሳዓዕ,oats,(n) noun
ሳዕሪ,"grass, weed, lawn",(n) noun
ሳዕሪ ምብላዕ,grazing,(n) noun
ሳዕሪ በልዐ,graze,(v) verb
ሳዕሰዐ,dance,(v) verb
ሳዕስዒት,"dance, dancing",(n) noun
ሳዕቤን,"effect, consequence,",(n) noun
ሳየንስ,science,(n) noun
ሳጹን ሬሳ,coffin,(n) noun
ሳፌት,spider,(n) noun
ሴዳ,chair,(n) noun
ስለምንታይ,why,(adv) adverb
ስሉስ ኩርናዕ,triangle,(n) noun
ስልማታዊ,decorative,(a) adjective
ስልማት,"decoration, jewel,gem",(n) noun
ስልማት ክሳድ,collar,(n) noun
ስልኩይ,"tired, weary",(a) adjective
ስልጣኔ,civilization,(n) noun
ስሕግታ,agony,(n) noun
ስሚ,poison,(n) noun
ስም,first name,(n) noun
ስም ኣቦ,last name,(n) noun
ስምምዕ,agreement,(n) noun
ስምዒታዊ,affectionate,(a) adjective
ስምዒት,affection,(n) noun
ስረ,trousers,(n) noun
ስሩዕ,even,(a) adjective
ስራሕ,"activity, employment,job",(n) noun
ስርቂ,"theft, larceny, robbery",(n) noun
ስርናይ,"wheat, grain",(n) noun
ስርኖ,sinus,(n) noun
ስርዓት,"order, rule",(n) noun
ስርዓት ኣትሓዘ,regulate,(v) verb
ስሳ,sixty,(an) adjective noun
ስስዐ,egoism,(n) noun
ስቓይ,suffering,(n) noun
ስቡሕ,fat,(a) adjective
ስባር,"breaking open,breakdown",(n) noun
ስብሒ,grease,(n) noun
ስብከት,"sermon, lecture",(n) noun
ስተፕረ,stapler,(n) noun
ስነ ስርዓት,discipline,(n) noun
ስነ ኣትክልቲ,botany,(n) noun
ስነ ኣየር,meteorology,(n) noun
ስነ እንስሳ,zoology,(n) noun
ስነ ጥዕና,"hygiene, health",(n) noun
ስነ ጽሑፋ,literature,(n) noun
ስኒ,teeth,(n) noun
ስኒ ሓርማዝ,ivory,(n) noun
ስንስላ,reed,(n) noun
ስንኩሌ,disprove,(a) adjective
ስንዳእ,edition,(n) noun
ስንጥሮ,"gorge, ravine, gully",(n) noun
ስእሊ,"map, portrait,",(n) noun
ስክፍታ,scruple,(n) noun
ስኮላስቲካዊ,scholarly,(a) adjective
ስዋስዉ,grammar,(n) noun
ስዋን,swan,(n) noun
ስዑር,"defeated person, loser",(a) adjective
ስዕመት,kiss,(n) noun
ስዕረት,"defeat, failure",(n) noun
ስየ,palm tree,(n) noun
ስደተኛ,"migratory, migrant",(a) adjective
ስደደ,send,(v) verb
ስዲ ንባብ,prose,(n) noun
ስድራ ቤት,family,(n) noun
ስድነት,"imprudence, rashness",(n) noun
ስገም,barley,(n) noun
ስጉምቲ,"step, tread, footstep,footprint",(n) noun
ስጋ,"meat, flesh, meat",(n) noun
ስጋ ሓሰማ,bacon,(n) noun
ስጋ ምራኽ,"calf, veal",(n) noun
ስጋ በጊዕ,"sheep, mutton",(n) noun
ስጋ ከብቲ,beef,(n) noun
ስጌኣት,fear,(n) noun
ስጒምቲ,step,(v) verb
ስፋይ,point,(n) noun
ስፍሓት,width,(n) noun
ስፍየት ክዳን,"sewing, seam",(n) noun
ስፐናቺ,spinach,(n) noun
ስፒናቺ,spinach,(n) noun
ስፖርት,sport,(n) noun
ሸለል በለ,"neglect, desert,abandon",(v) verb
ሸለልትነት,negligence,(n) noun
ሸሓኒ,plate,(n) noun
ሸመታ,purchase,(n) noun
ሸሞንተ,eight,(an) adjective noun
ሸቃላይ,worker,(n) noun
ሸቃጣይ,merchant,(n) noun
ሸቅታ,"sting, prick",(n) noun
ሸቐልቀል,"concern, worry",(n) noun
ሸበጥ,slipper,(n) noun
ሸተተ,smell,(v) verb
ሸትሕትሖ,slippery,(a) adjective
ሸኾና እግሪ,heel,(n) noun
ሸውዓተ,seven,(a) adjective
ሸየጠ,sell,(v) verb
ሸያጢት,"vendor, seller",(nf) noun feminine
ሸያጣይ,"vendor, seller",(n) noun
ሸጠ,sell,(v) verb
ሸፈነ,cover,(v) verb
ሸፋሽፍቲ ዓይኒ,eyebrow,(n) noun
ሻሂ,tea,(n) noun
ሻላ በለ,ignore,(v) verb
ሻል,scarf,(n) noun
ሻሙናይ ክፍሊ,eighth grade,(n) noun
ሻርባ,scarf,(n) noun
ሻቡዓይ ክፍሊ,seventh grade,(n) noun
ሻኻ,grass plot,(n) noun
ሻዱሻይ ክፍሊ,sixth grade,(n) noun
ሽሕ,(na) thousand,(uncategorized) Uncategorized
ሽሕራዊ,magical,(a) adjective
ሽማግለ,"old, aged, senior",(an) adjective noun
ሽምዓ,candle,(n) noun
ሽሮፍ,breach,(n) noun
ሽታ ፈረንጂ,"scent, fragrance",(n) noun
ሽንቲ,urine,(n) noun
ሽንቲ ቤት,lavatory,(n) noun
ሽክና ርእሲ,skull,(n) noun
ሽኮር,sugar,(n) noun
ሽዱሽተ,six,(a) adjective
ሽጉርቲ ቀይሕ,onion,(n) noun
ሽጉርቲ ጻዕዳ,garlic,(n) noun
ሽጋራ,cigarette,(n) noun
ሽግር,"trouble, difficulty,",(n) noun
ሽግርግር,anxiety,(n) noun
ሽጎማኖ,towel,(n) noun
ሽፍታ,"bandit, robber, ruffian,brigand",(n) noun
ሾመ,appoint,(v) verb
ቀሃመ,fade,(v) verb
ቀለም,ink,(n) noun
ቀለጠ,peel,(v) verb
ቀሊል,"easy, simple",(a) adjective
ቀላያዊ,lake,(a) adjective
ቀላይ,lake,(n) noun
ቀልቡ,faint,(v) verb
ቀልዐ,"reveal, disclose, make widely known, show",(v) verb
ቀልዕ,reveal,(v) verb
ቀልጠፈ,"rush, hurry up",(v) verb
ቀመማት,spice,(n) noun
ቀምቃሚ,"barber, hairdresser",(n) noun
ቀረመ,glean,(v) verb
ቀረበ,"furnish, prepare, bring close, approach",(v) verb
ቀረባ እዋን,recent,(a) adjective
ቀረጸ,"sculpt, carve, form,shape, make, engrave",(v) verb
ቀረጽ,rate,(n) noun
ቀራጺ,sculptor,(n) noun
ቀርኒ,horn,(n) noun
ቀሰመ,"earn, obtain",(v) verb
ቀስ,"gently, softly, carefully",(adv) adverb
ቀስተ,arch,(n) noun
ቀስተ ደመና,rainbow,(n) noun
ቀስቲ,arc,(n) noun
ቀሸም,arc,(n) noun
ቀሺ,"priest, pastor",(n) noun
ቀብሪ,burial,(n) noun
ቀብራዊ,funeral,(a) adjective
ቀብአ,"paint, varnish",(v) verb
ቀተለ,"kill, murder, assassinate",(v) verb
ቀታሊ,"murderous, assassin,murderer",(an) adjective noun
ቀናአ,jealous,(a) adjective
ቀንዐ,"stand up again, draw",(v) verb
ቀንዲ,"main, essential",(a) adjective
ቀንዲ ተዋሳኢ,"star, hero",(n) noun
ቀንዲ ተዋሳኢት,"star, heroine",(n) noun
ቀንጠጠ,strip,(v) verb
ቀዋሚ,constant,(a) adjective
ቀውዐ,"harvest, gather",(v) verb
ቀውዒ,"harvest, crop, autumn,fall",(n) noun
ቀውዓይ,harvester,(n) noun
ቀየረ,"change, exchange,",(v) verb
ቀይሐ,redden,(v) verb
ቀይሕ,red,(a) adjective
ቀይሕ ሱር,"beet, root",(n) noun
ቀይሕ ጸጉሩ,"reddish, red",(a) adjective
ቀደመ,"pass, go beyond, exceed",(v) verb
ቀደደ,"tear up, rip up",(v) verb
ቀዳማይ,first,(a) adjective
ቀዳማይ ክፍሊ,first grade,(n) noun
ቀዳም,Saturday,(n) noun
ቀድሐ,"imitate, pour out",(v) verb
ቀጠልያ,green,(a) adjective
ቀጢን,"thin, lean, slender",(a) adjective
ቀጢን ድምጺ,sharp,(n) noun
ቀጥታ,direct,(a) adjective
ቀጥታ ባቡር,through,(n) noun
ቀጥዒ,"method, system, way",(n) noun
ቀጸለ,"continue, continue with",(v) verb
ቀጺሉ,"then, afterwards,",(adv) adverb
ቀጻሊ,"continual, continuous",(a) adjective
ቀጽሪ,"yard, playground",(n) noun
ቀጽዐ,punish,(v) verb
ቁልቁለት,way down,(n) noun
ቁልፊ,belt,(n) noun
ቁመት,height,(n) noun
ቁሩብ,a little,(a) adjective
ቁራስ,"part, portion, piece",(n) noun
ቁራጽ,"piece, bit",(n) noun
ቁርሲ,breakfast,(n) noun
ቁርባን,"sacrament, communion",(n) noun
ቁስሊ,"wound, sore",(n) noun
ቁኒን,"bobbin, spool, roll, coil",(n) noun
ቁጠዓ,rage,(n) noun
ቁጻር,knot,(n) noun
ቁጽሪ,"number, arithmetic",(n) noun
ቂጫ,flat round unleavened home made bread,(n) noun
ቃሉ ሃበ,"give your word,",(v) verb
ቃል,"word, saying",(n) noun
ቃልሲ,"fight, struggle, conflict,",(n) noun
ቃልዕ ቦታ,clearing,(n) noun
ቃራና,"twig, branch",(n) noun
ቃራየ ጉርጉማ,windpipe,(n) noun
ቃነየ,tune,(v) verb
ቃና,tune,(n) noun
ቃና ዘይብሉ,out of tune,(a) adjective
ቃንዛ,"pain, suffering, ache",(n) noun
ቃንጥሻ,mushroom\,(n) noun
ቃጭል,"bell, hand bell",(n) noun
ቅሁም,faded,(a) adjective
ቅሊ,"easiness, ease, complaisance",(n) noun
ቅላጥ,peel,(n) noun
ቅላጥ ዕንጨይቲ,bark,(n) noun
ቅልቅል በለ,emerge,(v) verb
ቅልዋ,frying,(n) noun
ቅልጡፍ,"fast, quick, rapid",(a) adjective
ቅልጡፍ ባቡር,express train,(n) noun
ቅልጣፈ,"speed, quickness",(n) noun
ቅልጽም,"arm, upper arm",(n) noun
ቅሙጥ,"reservation, reserve",(n) noun
ቅሙጥ ጜኝዤብ,deposit,(n) noun
ቅረባ,offer,(n) noun
ቅራፍ ባኒ,crust,(n) noun
ቅርርብ,preparation,(n) noun
ቅርሱስ,"unlucky, unfortunate",(a) adjective
ቅርሳሰ,"bad luck, misfortune",(n) noun
ቅርቅረ ዑፍ,axe,(n) noun
ቅርኒብ ሓሸራ,antenna,(n) noun
ቅርኒብ እኽሊ,"corn, grain",(n) noun
ቅርኒብ ዓይኒ,eyelash,(n) noun
ቅርዓት,farm-yard,(n) noun
ቅርጺ,"sculpture, figure, shape,",(n) noun
ቅርጺ እንቋቒሖ,oval,(a) adjective
ቅርፍቲ,"flake, shell",(n) noun
ቅሱን,comfort,(a) adjective
ቅሳነተ,"comfort, peace",(n) noun
ቅብሊት,receipt,(n) noun
ቅብኣት,"ointment, cream",(n) noun
ቅብጸተ ተስፋ,"despair,",(n) noun
ቅኑዕ,"correct, right, accurate",(a) adjective
ቅኒት,tone,(n) noun
ቅንኢ,jealousy,(n) noun
ቅንዕና,"sincerity, frankness,",(n) noun
ቅንጣብ,"piece, bit",(n) noun
ቅዲ,"model, pattern",(n) noun
ቅዲ ሞዳ,"mood, mode,",(n) noun
ቅዳሕ,"copy, transcript",(n) noun
ቅዳሴ,"service, mass, worship,",(n) noun
ቅድሚ ገዛ,front of a building,(n) noun
ቅድሚት,"advance, front",(n) noun
ቅድም,"before, in front of",(prep) preposition
ቅድድም,race,(n) noun
ቅጺ,volume,(n) noun
ቆልዓ,"child, infant",(n) noun
ቆረሰ,breakfast,(v) verb
ቆራሪ,"cold, chilly",(a) adjective
ቆራጽ,"brave, courageous -",(a) adjective
ቆራጽ ዕንጸይቲ,woodcutter,(n) noun
ቆርበት,"skin, leather",(n) noun
ቆርበት ዘይተመልጠ,"pelt, fur",(n) noun
ቆቕሕ,partridge,(n) noun
ቆቢዕ,"cap, hat",(n) noun
ቆቢዕ ከቢብ,beret,(n) noun
ቆቢዕ ወታሃደር,helmet,(n) noun
ቆትቋጥ,"hawthorn, bush,",(n) noun
ቆጠበ,"save up, economize",(v) verb
ቆጥቆጠ,reclaim,(v) verb
ቆጸረ,"count, value, expect, hire",(v) verb
ቆጸራ,"appointment, date",(n) noun
ቆጻሪ,"meter, counter",(n) noun
ቆጽሊ,leaf,(n) noun
ቈለበ,catch,(v) verb
ቈልዓ,"child, Baby",(n) noun
ቈረጸ,cut,(v) verb
ቈጸረ,count,(v) verb
ቍጽጽር,control,(v) verb
ቐሌጠፈ,"advance, hasten",(v) verb
ቐቐወ,chuckle,(v) verb
ቐድሐ,"copy, pour out",(v) verb
ቐጥታዊ,direct,(a) adjective
ቐጽዐ,punish,(v) verb
ቑኑዕ,"accuracy, acquittal",(n) noun
ቓንዛዊ,achy,(a) adjective
ቓጭል,alarm,(n) noun
ቕርኒብ ዓይኒ,eyelash,(n) noun
ቕንዓዊ,accurate,(a) adjective
ቕንዕና,acquit,(v) verb
ቛንቛ,language,(n) noun
በለ,say,(v) verb
በለጥ በለ,"sparkle, scintillate",(v) verb
በልዐ,eat,(v) verb
በረረ,fly,(v) verb
በረኻ,forest,(n) noun
በርበረ,"red chili pepper, spice",(n) noun
በርበረ ጸሊም,black pepper,(n) noun
በቑሑ,furnish,(v) verb
በቕሊ,mule,(n) noun
በቖለ,"germinate, sprout,develop",(v) verb
በተነ,"strew, disperse",(v) verb
በትሪ,"stick, cane",(n) noun
