English,Tigrigna,POS_CATEGORIES,POS,MorphFeatures
"create, invent",መሃዘ,(v) verb,verb,none
"wage, pay, salary",መሃያ,(n) noun,noun,none
"return, restore, give",መለሰ,(v) verb,verb,none
answer,መለሸ,(v) verb,verb,none
egg-plant,መለንዛና,(n) noun,noun,none
link,መላገቢ,(v) verb,verb,none
"answer, reply",መልሲ,(n) noun,noun,none
fill up,መልአ,(v) verb,verb,none
announcement,መልእኽቲ,(n) noun,noun,none
"swear, vow",መሓለ,(v) verb,verb,none
"excuse, forgive",መሓረ,(v) verb,verb,none
calculator,መሓሰበት,(n) noun,noun,none
"body, limb",መሓውር,(n) noun,noun,none
"foot, leg",መሓውር እንስሳ,(n) noun,noun,none
"buddy, pal, friend",መሓዛ,(n) noun,noun,none
"road, path, route",መሕለፊ,(n) noun,noun,none
lavatory,መሕጸቢ ቤት,(n) noun,noun,none
tooth-paste,መሕጸብ ስኒ,(n) noun,noun,none
teacher,መምህር,(n) noun,noun,none
watering can,መረብረቢ,(n) noun,noun,none
"proof, evidence",መረጋገጺ,(n) noun,noun,none
"choose, pick, select,",መረጸ,(v) verb,verb,none
"guide, president,",መራሒ,(n) noun,noun,none
landscape,"መሬት, (ገጽ)",(n) noun,noun,none
"lead, direct",መርሐ,(v) verb,verb,none
"examine, scrutinize",መርመረ,(v) verb,verb,none
website,መርበብ,(n) noun,noun,none
prove,መርትያ ኣቕረበ,(v) verb,verb,none
"boat, ship",መርከብ,(n) noun,noun,none
"marriage, wedding",መርዓ,(n) noun,noun,none
centre of the,መርዓት ዓይኒ,(n) noun,noun,none
poison,መርዚ,(n) noun,noun,none
"right, privilege",መሰል,(n) noun,noun,none
alarm,መሰማዕታ,(n) noun,noun,none
instrumental,መሳርያዊ ሙዚቃ,(a) adjective,adjective,none
nostril,መሳኹት ኣፍንጫ,(n) noun,noun,none
amusement,መስሓቒ,(n) noun,noun,none
"amusing, funny",መስሓቕ,(a) adjective,adjective,none
"span, range",መስመራት,(n) noun,noun,none
"rule, ruler, line, row",መስመር,(n) noun,noun,none
form,መስረተ,(v) verb,verb,none
"column, pillar, rank",መስርዕ,(n) noun,noun,none
"crossroads,",መስቀላዊ መንገዲ,(n) noun,noun,none
place/something,መስቀል ስእሊ,(n) noun,noun,none
attentive,መስተውዓሊ,(a) adjective,adjective,none
attentive,መስተውዓሊት,(a) adjective,adjective,none
brush,መስኣሊ ኣስባስላ,(n) noun,noun,none
"testify, give evidence",መስከረ,(v) verb,verb,none
nostril,መስኮት ኣፍንጫ,(n) noun,noun,none
sale,መሸጣ,(n) noun,noun,none
"rot, spoil",መሽመሸ,(v) verb,verb,none
"divide up, share",መቐለ,(v) verb,verb,none
"reception,",መቐበል ጋሻ,(n) noun,noun,none
"painful, aching",መቐንዘዊ,(a) adjective,adjective,none
scissors,መቐዝ,(n) noun,noun,none
"injury, wound",መቑሰልቲ,(n) noun,noun,none
"ring, echo",መቓልሕ ሃበ,(v) verb,verb,none
"cemetery, grave",መቓብር,(n) noun,noun,none
disaster,መቕዘፍቲ,(n) noun,noun,none
pot,መቕድሒ ፈሳሲ,(n) noun,noun,none
"fine, penalty,",መቕጻዕቲ,(n) noun,noun,none
"beginning, start",መበገሲ,(n) noun,noun,none
elementary,መባእታ ደረጃ,(n) noun,noun,none
nail-file,መብረድ,(n) noun,noun,none
"often,",መብዛሕቱኢ ግዝ,(adv) adverb,adverb,none
"pillow, cushion",መተርኣስ,(n) noun,noun,none
"assurance, self-confidence",መተኣማመኒ,(n) noun,noun,none
temple,መትልሕ,(n) noun,noun,none
nerves,መትኒ,(n) noun,noun,none
beak,መትኮብ ዑፍ,(n) noun,noun,none
"spectacles, goggles",መነጸር,(n) noun,noun,none
chair,መንበር,(n) noun,noun,none
chisel,መንደል,(n) noun,noun,none
"board, plank",መንደቒ ኡሕ,(n) noun,noun,none
"hump, bump",መንዳዓት,(n) noun,noun,none
"passing, passenger",መንገደኛ,(an) adjective noun,adjective,noun-derived
"route, path, road",መንገዲ,(n) noun,noun,none
"sidewalk,pavement",መንገዲ ኣጋር,(n) noun,noun,none
"government, state",መንግስቲ,(n) noun,noun,none
"umpire, referee",መንጎኛ,(n) noun,noun,none
"fall, waterfall",መንጫዕጫዕታ,(n) noun,noun,none
"half-year, six months",መንፈቕ,(n) noun,noun,none
"street level,",መእተዊ ህንጻ,(n) noun,noun,none
"lorry, truck",መኪና ጽዕነት,(n) noun,noun,none
"melt, dissolve",መኸኸ,(v) verb,verb,none
"sterile, barren",መኻን,(a) adjective,adjective,none
"gain, profit, benefit",መኽሰብ,(n) noun,noun,none
"cover, lid",መኽደኒ ድስቲ,(n) noun,noun,none
"broom, brush",መኾስተር,(n) noun,noun,none
"end, conclusion",መወዳእታ,(n) noun,noun,none
finally,መወዳእትኢ,(adv) adverb,adverb,none
"day, daytime",መዓልቲ,(n) noun,noun,none
"daily, everyday",መዓልታዊ,(a) adjective,adjective,none
"bridge, deck",መዓሸግ ባብር,(n) noun,noun,none
disaster,መዓት,(n) noun,noun,none
"lounge, living room",መዕረፊ ክፍሊ,(n) noun,noun,none
stop,መዕረፍ መጓዓዝያ,(n) noun,noun,none
shelter,መዕቀሊ,(n) noun,noun,none
refuge,መዕቆቢ,(n) noun,noun,none
"weigh, consider,",መዘነ,(v) verb,verb,none
amusement,መዛናጋዒ,(n) noun,noun,none
"stroll, walk",መዛወሪ,(n) noun,noun,none
decide,መደበ,(v) verb,verb,none
"program, plan, project",መደብ,(n) noun,noun,none
"bar, rail",መደንደል,(n) noun,noun,none
"staircase, stairs",መደያይቦ,(n) noun,noun,none
palette,መዳወሲ ሕብሪ,(n) noun,noun,none
"remedy, cure, medication",መድሃኒት,(n) noun,noun,none
"rescuer, saviour",መድሓኒ,(n) noun,noun,none
"platform, stage",መድረክ,(n) noun,noun,none
"gun, barrel",መድፍዕ,(n) noun,noun,none
hook,መጀለቢ,(n) noun,noun,none
"beginning, start",መጀመርታ,(n) noun,noun,none
"journey, tour, trip",መገሻ,(n) noun,noun,none
serve,መገበ,(v) verb,verb,none
"curtain, shutter",መጋረጀ,(n) noun,noun,none
furnace,መጋርያ,(n) noun,noun,none
"announcement,",መግለጺ,(n) noun,noun,none
congratulations,መግለጺ ሓጎስ,(n) noun,noun,none
rake,መግፈፊ,(n) noun,noun,none
praise,መጎስ,(n) noun,noun,none
"herd, flock",መጓሰ,(n) noun,noun,none
"close, conclusion",መጠረሽታ,(n) noun,noun,none
"packing, package",መጠርነፊ,(n) noun,noun,none
"warning, alarm",መጠንቀቕታ,(n) noun,noun,none
"warning, alarm",መጠንቐቕታ,(n) noun,noun,none
"band, tape",መጥመሪ,(n) noun,noun,none
attack,መጥቃዕቲ,(n) noun,noun,none
next,መጻኢ,(a) adjective,adjective,none
"amusement, toy",መጻወቲ,(n) noun,noun,none
"brochure,",መጽሓፍ ጸብጻብ,(n) noun,noun,none
illustrious,መጽሔት,(n) noun,noun,none
"lesson,",መጽናዕቲ ትምህርቲ,(n) noun,noun,none
test,መፈተንታ,(n) noun,noun,none
legs/leg muscles,ሙሕኹልቲ,(n) noun,noun,none
cheek,ሙዕጉርቲ,(n) noun,noun,none
musical,ሙዚቃዊ,(a) adjective,adjective,none
mistletoe,ሚሰልቶ ተኽሊ,(n) noun,noun,none
vocabulary,ማህደረ,(n) noun,noun,none
mean,ማለት,(v) verb,verb,none
undergarment,ማልያ,(n) noun,noun,none
tear out,ማሐወ,(v) verb,verb,none
glorious,ማሕለፍያ,(a) adjective,adjective,none
ploughing,ማሕረስ,(n) noun,noun,none
"plough, plough",ማሕረሻ,(n) noun,noun,none
kid,ማሕስእ,(n) noun,noun,none
"company, association",ማሕበር,(n) noun,noun,none
"seal, impression",ማሕተም,(n) noun,noun,none
spark,ማሕታ,(n) noun,noun,none
invent,ማሕጎዳ,(n) noun,noun,none
marmot,ማርሞት,(n) noun,noun,none
"make fun of, tease",ማስየ,(v) verb,verb,none
trowel,ማንካ ነዳቓይ,(n) noun,noun,none
browse,ማእረረ,(v) verb,verb,none
"arrest, custody",ማእሰርቲ,(n) noun,noun,none
"middle, medium",ማእከላይ,(a) adjective,adjective,none
junior high,ማእከላይ ደረጃ,(n) noun,noun,none
"middle, medium,",ማእከል,(n) noun,noun,none
small/large intestine,ማዓንጣ,(n) noun,noun,none
"equal, level",ማዕረ,(a) adjective,adjective,none
"parallel,",ማዕረ ማዕረ,(a) adjective,adjective,none
"wave, storm",ማዕበል,(n) noun,noun,none
treasury,ማዕከን,(n) noun,noun,none
marshy,ማያዊ,(a) adjective,adjective,none
similar to Butter,ማይ ጨባ,(n) noun,noun,none
apple,ሜለ,(n) noun,noun,none
"honey wine, mead",ሜስ,(n) noun,noun,none
meter,ሜተር,(n) noun,noun,none
ground,ሜዳ,(n) noun,noun,none
be alive,ምህላው,(v) verb,verb,none
bang,ምህራም,(v) verb,verb,none
"complete, full",ምሉእ,(a) adjective,adjective,none
reply,ምላሽ ሃበ,(v) verb,verb,none
acquaint,ምልላይ,(v) verb,verb,none
"mark, symbol, signal,",ምልክት,(n) noun,noun,none
"transformation,adjust",ምልዋጥ,(n) noun,noun,none
rise,ምልዕዓል,(n) noun,noun,none
pass,ምሕላፍ,(v) verb,verb,none
"(v) swim,  swimming",ምሕምባሰ,(n) noun,noun,none
"grace, mercy, pardon",ምሕረት,(n) noun,noun,none
anger,ምሕራቕ,(v) verb,verb,none
"melting, thaw",ምሕቃቐ,(n) noun,noun,none
"cure, healing,",ምሕዋይ,(n) noun,noun,none
alliance,ምሕዝነት,(n) noun,noun,none
alliance,ምሕዝና,(n) noun,noun,none
advocate,ምሕጋዝ,(v) verb,verb,none
"applaud, appreciate",ምምስጋን,(v) verb,verb,none
arrange,ምምዕራይ,(v) verb,verb,none
installation,ምምዕርራይ ኣቑሑ,(n) noun,noun,none
calf,ምራኽ,(n) noun,noun,none
"display, exhibition",ምርኢት,(n) noun,noun,none
sap,ምርዋ,(n) noun,noun,none
marry off,ምርዕው,(v) verb,verb,none
affirm,ምርግጋጽ,(v) verb,verb,none
"choice, selection, preference",ምርጫ,(n) noun,noun,none
lunch,ምሳሕ,(n) noun,noun,none
with,ምስ,(prep) preposition,preposition,none
hypocrite,ምስሉይ,(a) adjective,adjective,none
proverb,ምስላ,(n) noun,noun,none
amuse,ምስሓቕ,(v) verb,verb,none
agree,ምስምማዕ,(v) verb,verb,none
align,ምስራዕ,(v) verb,verb,none
surrender,ምስትላም,(n) noun,noun,none
"gratitude, testimony,thanks",ምስጋና,(n) noun,noun,none
"delicious, sweet",ምቁር,(a) adjective,adjective,none
argue,ምቁያቕ,(v) verb,verb,none
"get closer, be close to",ምቅርራብ,(v) verb,verb,none
adjust,ምቑጽጻር,(v) verb,verb,none
obliging,ምቕሉል,(a) adjective,adjective,none
"agitation, excitement",ምቕስቃስ,(n) noun,noun,none
"east, easterly",ምብራቅ,(an) adjective noun,adjective,noun-derived
fail,ምትራፍ,(v) verb,verb,none
be alive,ምትንፋስ,(v) verb,verb,none
act,ምትውሳእ,(v) verb,verb,none
"comfortable, favourable",ምቹእ,(a) adjective,adjective,none
comfort,ምቾት,(n) noun,noun,none
probably,ምናልባት,(adv) adverb,adverb,none
probability,ምናልባትነት,(n) noun,noun,none
arm,ምናት,(n) noun,noun,none
"retreat, refuge",ምንስሓብ,(n) noun,noun,none
movement,ምንቅስቓስ,(n) noun,noun,none
gymnastics,ምንቅስቓስ ኣካላት,(n) noun,noun,none
source,ምንጪ,(n) noun,noun,none
collect,ምእካብ ግብሪ,(v) verb,verb,none
obedient,ምእዙዝ,(a) adjective,adjective,none
argue,ምክታዕ,(v) verb,verb,none
anger,ምኹራይ,(v) verb,verb,none
"advice, counsel",ምኽሪ,(n) noun,noun,none
"cause, reason",ምኽንያት,(n) noun,noun,none
afford,ምኽኣል,(v) verb,verb,none
acquittal,ምኽፋል ዕዳ,(n) noun,noun,none
"heat, ardour",ምዉቕ ስምዒት,(n) noun,noun,none
"late, deceased, dead",ምዉት,(a) adjective,adjective,none
advocate,ምውካል,(v) verb,verb,none
accuse,ምውካስ,(v) verb,verb,none
fail,ምውዳቕ,(v) verb,verb,none
"adjust, assemble",ምዕራይ,(v) verb,verb,none
"progress, development",ምዕባለ,(n) noun,noun,none
advice,ምዕዶ,(n) noun,noun,none
"cheek,",ምዕጉርቲ,(n) noun,noun,none
bang,ምዝባጥ,(v) verb,verb,none
"absent-mindedness,amusement, (v) amuse",ምዝንጋዕ,(n) noun,noun,none
adore,ምድማጽ,(v) verb,verb,none
"desert, deserted",ምድረ በዳ,(an) adjective noun,adjective,noun-derived
"adore, amaze",ምድናቕ,(v) verb,verb,none
mountaineering,ምድያብ,(n) noun,noun,none
"begin, start",ምጅማር,(n) noun,noun,none
expression,ምግላጽ,(n) noun,noun,none
amaze,ምግራም,(v) verb,verb,none
act,ምግባር,(v) verb,verb,none
"align, assemble",ምግጣም,(v) verb,verb,none
peach,ምግፋእ,(n) noun,noun,none
applaud,ምጥቓዕ,(v) verb,verb,none
(af) adorable,ምጩውቲ,(uncategorized) Uncategorized,uncategorized,none
(am) adorable,ምጩይ,(uncategorized) Uncategorized,uncategorized,none
"resistance, tolerance",ምጽማም,(n) noun,noun,none
"charity, (v) amuse",ምጽዋት,(n) noun,noun,none
acquaint,ምፍላጥ,(v) verb,verb,none
judge,ምፍራድ,(v) verb,verb,none
judge,ምፍታሕ,(v) verb,verb,none
escape from,ሞሎቐ,(v) verb,verb,none
gratitude,ሞሳ,(n) noun,noun,none
"perish, decease, die",ሞተ,(v) verb,verb,none
"motor, engine",ሞተር,(n) noun,noun,none
"decease, death",ሞት,(n) noun,noun,none
manual,ሞያዊ መጽሓፍ,(a) adjective,adjective,none
appreciable,ሞገስ,(a) adjective,adjective,none
guardian,ሞጉዚት,(n) noun,noun,none
"perspire, sweat",ረሃጸ,(v) verb,verb,none
sweat,ረሃጽ,(n) noun,noun,none
"go away, move away",ረሓቐ,(v) verb,verb,none
dirty,ረሳሕ,(a) adjective,adjective,none
fiery,ረሳን,(a) adjective,adjective,none
forget,ረስዐ,(v) verb,verb,none
thin,ረቂቕ,(a) adjective,adjective,none
align,ረበበ,(v) verb,verb,none
Wednesday,ረቡዕ,(n) noun,noun,none
"gain, benefit",ረብሓ,(n) noun,noun,none
"water, wet, spray",ረብረበ,(v) verb,verb,none
agitation,ረብሻ,(n) noun,noun,none
"enormous,tremendous",ረኣምራታዊ,(a) adjective,adjective,none
"find, get, discover",ረኸበ,(v) verb,verb,none
recover,ረኸቦ,(v) verb,verb,none
"help, assistance, aid",ረዲኤት,(n) noun,noun,none
"help, assist, aid",ረድአ,(v) verb,verb,none
regiment,ረጂመንት,(n) noun,noun,none
"big, large",ረጉድ,(a) adjective,adjective,none
enlarge,ረጎደ,(v) verb,verb,none
abandon,ረጥረጠ,(v) verb,verb,none
delude,ራረወ,(v) verb,verb,none
terror,ራዕዲ,(n) noun,noun,none
rice,ራይስ,(n) noun,noun,none
sweat,ርሀጽ,(n) noun,noun,none
"forgetfulness, forgetting",ርሳዐ,(n) noun,noun,none
"house, building",ርሻን,(n) noun,noun,none
"produce, yield,multiple",ርባሕ,(an) adjective noun,adjective,noun-derived
"sensible, reasonable",ርትዓዊ,(a) adjective,adjective,none
capital,ርእሰ ማል,(n) noun,noun,none
head,ርእሲ,(n) noun,noun,none
"sight, view",ርእየት,(n) noun,noun,none
risk,ርከሳ,(n) noun,noun,none
meeting,ርክብ,(n) noun,noun,none
certainly,ርጉጻዊ,(adv) adverb,adverb,none
"nastiness, malice",ርግመት,(n) noun,noun,none
pigeon,ርግቢ,(n) noun,noun,none
"balance, self-control",ርግኣት,(n) noun,noun,none
"sure, certain",ርግጸኛ,(a) adjective,adjective,none
certain,ርግጽ,(a) adjective,adjective,none
"certainty, sureness",ርግጽነት,(n) noun,noun,none
humid,ርጡብ,(a) adjective,adjective,none
"abandonment,",ርጥረጣ,(n) noun,noun,none
"debris, crumb",ርፍራፍ,(n) noun,noun,none
gull,ሮብራ,(n) noun,noun,none
"seesaw, swing",ሰለል,(n) noun,noun,none
"thigh, leg",ሰለፍ,(n) noun,noun,none
"peaceful, quiet",ሰላማዊ,(a) adjective,adjective,none
sign,ሰሌዳ ምልክት,(n) noun,noun,none
be bored,ሰልከየ,(v) verb,verb,none
sharpen,ሰሓለ,(v) verb,verb,none
"grant, fulfill, unite,combine",ሰመረ,(v) verb,verb,none
martyr,ሰማእት,(n) noun,noun,none
"hearer, listener",ሰማያ,(n) noun,noun,none
"hearer, listener",ሰማያት,(n) noun,noun,none
(na) northern,ሰሜናዊ,(uncategorized) Uncategorized,uncategorized,none
(na) north,ሰሜን,(uncategorized) Uncategorized,uncategorized,none
"steal, burgle",ሰረቐ,(v) verb,verb,none
"fund, found",ሰረተ,(v) verb,verb,none
penetrate,ሰረጸ,(v) verb,verb,none
glassmaker,ሰራሕ መስኮት,(n) noun,noun,none
roofer,ሰራሕ ናሕሲ,(n) noun,noun,none
"personnel, staff",ሰራሕተኛታት,(n) noun,noun,none
artery,ሰራውር,(n) noun,noun,none
"manufacture, build",ሰርሐ,(v) verb,verb,none
bush,ሰርነግ,(n) noun,noun,none
nostril,ሰርኖ,(n) noun,noun,none
"organize, arrange, set up",ሰርዐ,(v) verb,verb,none
"collide with, engage",ሰቐለ,(v) verb,verb,none
"break, break up",ሰበረ,(v) verb,verb,none
foam,ሰበባ,(n) noun,noun,none
"widowed,",ሰበይቱ ዝመተቶ,(an) adjective noun,adjective,noun-derived
"wife, woman, lady",ሰበይቲ,(n) noun,noun,none
"people, folk",ሰባት,(n) noun,noun,none
"widowed,widower, widow",ሰብኣያ ዝሞታ,(an) adjective noun,adjective,noun-derived
"conceal, hide, cover",ሰተረ,(v) verb,verb,none
drink,ሰተየ,(v) verb,verb,none
blotting-paper,ሰታይ ቀለም,(n) noun,noun,none
baker,ሰንካቲት,(n) noun,noun,none
"pierce, penetrate",ሰንጠቐ,(v) verb,verb,none
"paint, photograph, draw,design",ሰኣለ,(v) verb,verb,none
"painter, drawer",ሰኣሊ,(n) noun,noun,none
second,ሰከንድ,(n) noun,noun,none
squander,ሰኹለለ,(v) verb,verb,none
sacrifice,ሰዉአ,(v) verb,verb,none
"cough, coughing",ሰዓል,(n) noun,noun,none
"rise above, win, defeat,",ሰዓረ,(v) verb,verb,none
"join, follow, come after,",ሰዓበ,(v) verb,verb,none
"hour, time, clock",ሰዓት,(n) noun,noun,none
pendulum clock,ሰዓት መንደቕ,(n) noun,noun,none
"waking,awakening, revival",ሰዓት ደወል,(n) noun,noun,none
"bench, seat",ሰደቓ,(n) noun,noun,none
"release, loosen, slacken,let go of, dispatch, send",ሰደደ,(v) verb,verb,none
"sender, shipper,",ሰዳዳይ,(n) noun,noun,none
"cross, pass",ሰገረ,(v) verb,verb,none
"lock, flood gate",ሰጋጥ,(n) noun,noun,none
walk,ሰጐመ,(v) verb,verb,none
"spread, lay",ሰጥሐ,(v) verb,verb,none
toss,ሰጥሐ ንእኽሊ,(v) verb,verb,none
"sew, stitch,",ሰፈየ,(v) verb,verb,none
"spacious, roomy",ሰፊሕ,(a) adjective,adjective,none
sponge,ሰፍነግ,(n) noun,noun,none
siren,ሲረና,(n) noun,noun,none
"salad, lettuce",ሳላጣ,(n) noun,noun,none
"laughter,",ሳሓቕ,(n) noun,noun,none
"(adv a) rarely, rare",ሳሓቲ,(uncategorized) Uncategorized,uncategorized,none
sardine,ሳርዲን,(n) noun,noun,none
"lung, lungs",ሳንቡእ,(n) noun,noun,none
"pail, bucket",ሳንኮሎ,(n) noun,noun,none
"trunk, case, box",ሳንዱቕ,(n) noun,noun,none
"sack, bag",ሳንጣ,(n) noun,noun,none
artist,ሳኣላይ,(n) noun,noun,none
"shoe,",ሳእኒ,(n) noun,noun,none
put shoes on,ሳእኒ ለበሰ,(v) verb,verb,none
oats,ሳዓዕ,(n) noun,noun,none
"grass, weed, lawn",ሳዕሪ,(n) noun,noun,none
graze,ሳዕሪ በልዐ,(v) verb,verb,none
dance,ሳዕሰዐ,(v) verb,verb,none
"dance, dancing",ሳዕስዒት,(n) noun,noun,none
"effect, consequence,",ሳዕቤን,(n) noun,noun,none
spider,ሳፌት,(n) noun,noun,none
chair,ሴዳ,(n) noun,noun,none
"decoration, jewel,gem",ስልማት,(n) noun,noun,none
"tired, weary",ስልኩይ,(a) adjective,adjective,none
agony,ስሕግታ,(n) noun,noun,none
last name,ስም ኣቦ,(n) noun,noun,none
affectionate,ስምዒታዊ,(a) adjective,adjective,none
affection,ስምዒት,(n) noun,noun,none
even,ስሩዕ,(a) adjective,adjective,none
"activity, employment,job",ስራሕ,(n) noun,noun,none
"theft, larceny, robbery",ስርቂ,(n) noun,noun,none
"wheat, grain",ስርናይ,(n) noun,noun,none
"order, rule",ስርዓት,(n) noun,noun,none
regulate,ስርዓት ኣትሓዘ,(v) verb,verb,none
"breaking open,breakdown",ስባር,(n) noun,noun,none
"sermon, lecture",ስብከት,(n) noun,noun,none
botany,ስነ ኣትክልቲ,(n) noun,noun,none
zoology,ስነ እንስሳ,(n) noun,noun,none
"hygiene, health",ስነ ጥዕና,(n) noun,noun,none
reed,ስንስላ,(n) noun,noun,none
disprove,ስንኩሌ,(a) adjective,adjective,none
edition,ስንዳእ,(n) noun,noun,none
"gorge, ravine, gully",ስንጥሮ,(n) noun,noun,none
"map, portrait,",ስእሊ,(n) noun,noun,none
scruple,ስክፍታ,(n) noun,noun,none
scholarly,ስኮላስቲካዊ,(a) adjective,adjective,none
"defeated person, loser",ስዑር,(a) adjective,adjective,none
"defeat, failure",ስዕረት,(n) noun,noun,none
"migratory, migrant",ስደተኛ,(a) adjective,adjective,none
prose,ስዲ ንባብ,(n) noun,noun,none
